"num","REGISTRY_ID"
1,110068469464
2,110070669160
3,110038765841
4,110070425396
5,110037780158
6,110070026593
7,110064196490
8,110033898209
9,110018190456
10,110070068772
11,110004407776
12,110067998304
13,110032541113
14,110070614339
15,110070832005
16,110070482938
17,110001197179
18,110071507993
19,110030626892
20,110019350922
21,110069247078
22,110018748836
23,110070284322
24,110070298038
25,110040593097
26,110055895553
27,110017526382
28,110043831752
29,110045518472
30,110018904989
31,110058414274
32,110013929348
33,110006510427
34,110022501979
35,110044172604
36,110004000438
37,110071095347
38,110066595170
39,110037063370
40,110034051870
41,110064247113
42,110066746178
43,110012672063
44,110067886853
45,110016731063
46,110066043187
47,110036147167
48,110029296161
49,110070464445
50,110046341696
51,110045132799
52,110004016877
53,110030717696
54,110019888415
55,110070572349
56,110065392088
57,110070241841
58,110034267433
59,110070419959
60,110046175483
61,110024318102
62,110066375309
63,110031932292
64,110014065046
65,110025022570
66,110028172901
67,110068496381
68,110019141490
69,110070507905
70,110007685594
71,110032502673
72,110059836708
73,110038715272
74,110041329461
75,110020764822
76,110040312729
77,110044385643
78,110037879702
79,110031700069
80,110036234839
81,110043359790
82,110032343006
83,110012597831
84,110039771182
85,110070024118
86,110033517665
87,110032542755
88,110069021944
89,110001157881
90,110066411760
91,110005432228
92,110063954467
93,110034669035
94,110018623667
95,110018180056
96,110067773500
97,110032145042
98,110070278220
99,110071083948
100,110001446212
101,110043248697
102,110001776276
103,110070949171
104,110032956674
105,110030674278
106,110070245641
107,110068067335
108,110070707114
109,110031907257
110,110040741855
111,110015440085
112,110042289822
113,110018302905
114,110070040082
115,110001779200
116,110070165782
117,110070567872
118,110070278587
119,110000903096
120,110002095296
121,110018633503
122,110043177772
123,110030494613
124,110066317382
125,110055483052
126,110041730883
127,110030658376
128,110054180159
129,110063377055
130,110017749212
131,110036341152
132,110019180893
133,110070425255
134,110001800034
135,110014088851
136,110015442724
137,110070260650
138,110065469969
139,110041427177
140,110045270684
141,110011635267
142,110003048087
143,110064011741
144,110033744651
145,110041379488
146,110068389746
147,110063047723
148,110020913127
149,110067913681
150,110071396387
151,110034203136
152,110021913900
153,110041554369
154,110039426029
155,110031976226
156,110036161989
157,110007752342
158,110070507243
159,110070537570
160,110069394952
161,110039350289
162,110054341743
163,110011649591
164,110001734133
165,110067836435
166,110069449163
167,110070416668
168,110070378457
169,110043372631
170,110055435140
171,110068877996
172,110002649117
173,110036230245
174,110019571809
175,110020892337
176,110063618081
177,110005764770
178,110036199958
179,110040074228
180,110041581455
181,110070430565
182,110033834590
183,110024303742
184,110070685018
185,110065626638
186,110042737152
187,110024506462
188,110016846804
189,110017347076
190,110019027854
191,110015309780
192,110040722590
193,110066250345
194,110032419746
195,110069483758
196,110005643839
197,110066278058
198,110003730213
199,110040662306
200,110065078392
201,110065500719
202,110055801299
203,110071666438
204,110018924565
205,110040214880
206,110018974289
207,110071509007
208,110006248701
209,110014588357
210,110046148806
211,110030467117
212,110016897009
213,110013599392
214,110070130140
215,110023011211
216,110015409663
217,110070246490
218,110070593752
219,110043934909
220,110043322883
221,110070284674
222,110018448875
223,110070437402
224,110071139020
225,110040736086
226,110042354779
227,110013721482
228,110070239530
229,110017322761
230,110071336356
231,110070474973
232,110009633619
233,110036348903
234,110002816132
235,110005220652
236,110033411387
237,110070610454
238,110070130926
239,110054253696
240,110058568429
241,110070791441
242,110031657892
243,110004685029
244,110020112581
245,110004814924
246,110066329413
247,110037191124
248,110043331481
249,110070134150
250,110018454402
251,110032582337
252,110007217092
253,110002285508
254,110012665543
255,110005776473
256,110032425597
257,110029491235
258,110011822858
259,110069491516
260,110065497493
261,110013968000
262,110040283252
263,110067769962
264,110022167910
265,110032039229
266,110037813131
267,110071235308
268,110012702405
269,110071080297
270,110011737362
271,110071645273
272,110071156477
273,110071270880
274,110033752213
275,110071192782
276,110070671659
277,110032868662
278,110033788961
279,110039390922
280,110071443492
281,110070645284
282,110064010519
283,110016672082
284,110043971583
285,110024937773
286,110070882772
287,110070076794
288,110071162308
289,110040990149
290,110002678790
291,110066993105
292,110030389522
293,110061519192
294,110003918431
295,110028115572
296,110066601840
297,110068628471
298,110007462085
299,110013179906
300,110070919128
301,110045007247
302,110039549129
303,110009787668
304,110029892016
305,110056489009
306,110019538339
307,110066738427
308,110035755689
309,110006679200
310,110037734315
311,110010677302
312,110014360976
313,110071144166
314,110070356652
315,110016743639
316,110003693931
317,110063692687
318,110022702084
319,110070550791
320,110070882349
321,110041605439
322,110019457586
323,110071672060
324,110042366338
325,110024269138
326,110070458400
327,110065231608
328,110069479549
329,110032470902
330,110036196657
331,110010613265
332,110066403984
333,110019612542
334,110061550076
335,110013317696
336,110071324382
337,110010054118
338,110020660113
339,110030597566
340,110066408051
341,110011465100
342,110068541171
343,110004867350
344,110055848472
345,110019748291
