"num","REGISTRY_ID"
1,110008313547
2,110063253269
3,110069063694
4,110017609453
5,110071007866
6,110007200064
7,110065608827
8,110070477639
9,110070669696
10,110071423832
11,110018671392
12,110033246547
13,110007345505
14,110045312808
15,110032389662
16,110056454536
17,110045054917
18,110032965548
19,110028111932
20,110032920702
21,110016936770
22,110008515222
23,110044132284
24,110019336388
25,110012002260
26,110067531549
27,110066441390
28,110020303633
29,110071144775
30,110009774618
31,110071073768
32,110036238746
33,110002643248
34,110070540001
35,110069528130
36,110035155300
37,110015618456
38,110070701328
39,110059792274
40,110070226130
41,110058843541
42,110067952549
43,110071347318
44,110054146839
45,110040834791
46,110070891127
47,110024456658
48,110068320070
49,110014120281
50,110024758886
51,110031845056
52,110071094816
53,110039481806
54,110031738779
55,110043941189
56,110017327249
57,110037242800
58,110005529865
59,110070162394
60,110011879164
61,110029519698
62,110001168744
63,110003979972
64,110014065938
65,110029415005
66,110059728754
67,110055322752
68,110005693936
69,110070512035
70,110003308536
71,110071334120
72,110062630005
73,110067349462
74,110020863635
75,110017297156
76,110003034118
77,110016781446
78,110031299681
79,110071089104
80,110034549200
81,110013844974
82,110035417046
83,110033570641
84,110006660951
85,110005639666
86,110068568865
87,110037809244
88,110045440910
89,110036490035
90,110070205805
91,110044196919
92,110065988257
93,110042128042
94,110025051930
95,110032286764
96,110065139629
97,110017671919
98,110019200407
99,110000620748
100,110071202928
101,110030530370
102,110070865737
103,110011427269
104,110032541051
105,110071439521
106,110017459748
107,110070534390
108,110030800159
109,110065836322
110,110071149522
111,110004919900
112,110068763626
113,110067864993
114,110014291952
115,110018723960
116,110024240310
117,110046470341
118,110020081221
119,110040301786
120,110055912767
121,110033288939
122,110070208822
123,110032231074
124,110069516688
125,110070324950
126,110032576727
127,110034457380
128,110066132063
129,110037081332
130,110065344014
131,110070577173
132,110031919752
133,110070403000
134,110006295758
135,110019196626
136,110068741160
137,110018850867
138,110032187764
139,110024890581
140,110003011428
141,110018583807
142,110071085300
143,110070308526
144,110045991370
145,110064088142
146,110067790714
147,110071527362
148,110018633629
149,110070789594
150,110017146523
151,110065820231
152,110018641031
153,110056431650
154,110019509398
155,110070612660
156,110007039640
157,110020099061
158,110018977099
159,110031990978
160,110019277450
161,110056172369
162,110068572208
163,110070512505
164,110006085413
165,110070643835
166,110039293305
167,110070473479
168,110055600363
169,110067225167
170,110070680909
171,110007669898
172,110032948915
173,110033496385
174,110071363573
175,110070862806
176,110018839346
177,110014376978
178,110068687772
179,110058427251
180,110015520701
181,110070568940
182,110003660333
183,110070426287
184,110070158590
185,110070291581
186,110055706641
187,110020506914
188,110070135229
189,110022773989
190,110065046186
191,110065512369
192,110070420859
193,110036275483
194,110035482224
195,110018267891
196,110005761210
197,110033168168
198,110071073932
199,110067383682
200,110071102204
201,110016917318
202,110070206415
203,110064885995
204,110015399790
205,110001058827
206,110011873099
207,110045424466
208,110024863593
209,110071504552
210,110070419234
211,110065166055
212,110070068852
213,110055122291
214,110071657689
215,110037613669
216,110067065179
217,110070046880
218,110070597040
219,110033110238
220,110016931007
221,110070385091
222,110029283790
223,110045070123
224,110070056586
225,110039115775
226,110046586798
227,110031386042
228,110030539022
229,110007842246
230,110012344622
231,110070497384
232,110068191129
233,110031596066
234,110055368739
235,110064955945
236,110037763765
237,110008411370
238,110062672308
239,110013833281
240,110068337311
241,110064231996
242,110045523126
243,110030904323
244,110038053977
245,110068326109
246,110070594301
247,110071096949
248,110054242299
249,110045920152
250,110063212330
251,110070128156
252,110056458319
253,110017953473
254,110071498292
255,110005826589
256,110001367903
257,110069174119
258,110014262859
259,110068934023
260,110028150355
261,110033206411
262,110038075007
263,110032506125
264,110070072278
265,110005455792
266,110070373455
267,110071456217
268,110066077471
269,110040055025
270,110016913330
271,110023164010
272,110070189466
273,110038716119
274,110003345513
275,110006504014
276,110070918290
277,110071345098
278,110007782596
279,110024266499
280,110070377593
281,110055867548
282,110014008180
283,110057057205
284,110039258415
285,110003808069
286,110035110171
287,110046139040
288,110055475766
289,110003524231
290,110003012123
291,110039698208
292,110045173780
293,110019668224
294,110068096991
295,110017866950
296,110013337923
297,110070556347
298,110022009226
299,110071445052
300,110011408075
301,110070913172
302,110039560935
303,110066292407
304,110070074123
305,110022879615
306,110070036736
307,110031992921
308,110005513051
309,110070199166
310,110070120338
311,110055874932
312,110045333359
313,110071439171
314,110019768633
315,110055758602
316,110044195652
317,110041554831
318,110070039589
319,110070376010
320,110014329654
321,110066663523
322,110040795100
323,110070552657
324,110070537458
325,110015914420
326,110054829888
327,110071037102
328,110036286408
329,110043685125
330,110070314203
331,110045222442
332,110044852585
333,110017154390
334,110040219867
335,110070863528
336,110055744618
337,110044968568
338,110019357186
339,110012159118
340,110042793233
